State,Filed week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Puerto Rico,5/16/2020,"10,923",5/9/2020,"152,823","856,124",17.85
Puerto Rico,5/23/2020,"13,521",5/16/2020,"194,272","856,124",22.69
Puerto Rico,5/30/2020,"7,236",5/23/2020,"162,538","856,124",18.99
Puerto Rico,6/6/2020,"8,820",5/30/2020,"180,722","856,124",21.11
Puerto Rico,6/13/2020,"8,097",6/6/2020,"175,974","856,124",20.55
Puerto Rico,6/20/2020,"9,160",6/13/2020,"196,503","856,124",22.95
Puerto Rico,6/27/2020,"10,228",6/20/2020,"217,712","856,124",25.43
Puerto Rico,7/4/2020,"11,257",6/27/2020,"229,039","856,124",26.75
Puerto Rico,7/11/2020,"7,945",7/4/2020,"223,340","859,886",25.97
Puerto Rico,7/18/2020,"7,017",7/11/2020,"211,358","859,886",24.58
Puerto Rico,7/25/2020,"6,715",7/18/2020,"202,321","859,886",23.53
Puerto Rico,8/1/2020,"2,253",7/25/2020,"164,500","859,886",19.13
Puerto Rico,8/8/2020,"5,854",8/1/2020,"186,239","859,886",21.66
Puerto Rico,8/15/2020,"2,990",8/8/2020,"164,841","859,886",19.17
Puerto Rico,8/22/2020,"2,356",8/15/2020,"138,142","859,886",16.07
Puerto Rico,8/29/2020,"1,825",8/22/2020,"143,792","859,886",16.72
Puerto Rico,9/5/2020,"1,374",8/29/2020,"121,281","859,886",14.1
Puerto Rico,9/12/2020,"1,185",9/5/2020,"121,202","859,886",14.1
Puerto Rico,9/19/2020,"1,149",9/12/2020,"110,490","859,886",12.85
Puerto Rico,9/26/2020,763,9/19/2020,"105,030","859,886",12.21
Puerto Rico,10/3/2020,"1,265",9/26/2020,"90,705","859,886",10.55
Puerto Rico,10/10/2020,"1,346",10/3/2020,"80,474","861,782",9.34
Puerto Rico,10/17/2020,"1,249",10/10/2020,"63,740","861,782",7.4
Puerto Rico,10/24/2020,"1,200",10/17/2020,"65,498","861,782",7.6
Puerto Rico,10/31/2020,"1,231",10/24/2020,"59,108","861,782",6.86
Puerto Rico,11/7/2020,851,10/31/2020,"48,361","861,782",5.61
Puerto Rico,11/14/2020,"1,141",11/7/2020,"47,184","861,782",5.48
Puerto Rico,11/21/2020,"1,113",11/14/2020,"47,429","861,782",5.5
Puerto Rico,11/28/2020,969,11/21/2020,"38,249","861,782",4.44
Puerto Rico,12/5/2020,"1,350",11/28/2020,"48,409","861,782",5.62
Puerto Rico,12/12/2020,"1,273",12/5/2020,"45,185","861,782",5.24
Puerto Rico,12/19/2020,"1,119",12/12/2020,"64,948","861,782",7.54
Puerto Rico,12/26/2020,"1,093",12/19/2020,"67,548","861,782",7.84
Puerto Rico,1/2/2021,"1,239",12/26/2020,"36,070","861,782",4.19
Puerto Rico,1/9/2021,"1,935",1/2/2021,"48,595","836,949",5.81
Puerto Rico,1/16/2021,"1,694",1/9/2021,"46,936","836,949",5.61
Puerto Rico,1/23/2021,"1,433",1/16/2021,"40,633","836,949",4.85
Puerto Rico,1/30/2021,"1,058",1/23/2021,"36,941","836,949",4.41
Puerto Rico,2/6/2021,"1,409",1/30/2021,"32,944","836,949",3.94
Puerto Rico,2/13/2021,"1,516",2/6/2021,"31,802","836,949",3.8
Puerto Rico,2/20/2021,"1,275",2/13/2021,"28,927","836,949",3.46
Puerto Rico,2/27/2021,"1,279",2/20/2021,"32,678","836,949",3.9
Puerto Rico,3/6/2021,"1,279",2/27/2021,"27,134","836,949",3.24
Puerto Rico,3/13/2021,"1,266",3/6/2021,"29,744","836,949",3.55
Rhode Island,1/4/2020,"1,972",12/28/2019,"12,109","471,911",2.57
Rhode Island,1/11/2020,"1,817",1/4/2020,"12,299","472,874",2.6
Rhode Island,1/18/2020,"1,194",1/11/2020,"10,987","472,874",2.32
Rhode Island,1/25/2020,"1,048",1/18/2020,"10,750","472,874",2.27
Rhode Island,2/1/2020,971,1/25/2020,"11,042","472,874",2.34
Rhode Island,2/8/2020,959,2/1/2020,"11,051","472,874",2.34
Rhode Island,2/15/2020,996,2/8/2020,"11,164","472,874",2.36
Rhode Island,2/22/2020,"1,921",2/15/2020,"11,199","472,874",2.37
Rhode Island,2/29/2020,874,2/22/2020,"12,384","472,874",2.62
Rhode Island,3/7/2020,700,2/29/2020,"11,130","472,874",2.35
Rhode Island,3/14/2020,"1,108",3/7/2020,"10,692","472,874",2.26
Rhode Island,3/21/2020,"35,847",3/14/2020,"10,857","472,874",2.3
Rhode Island,3/28/2020,"27,800",3/21/2020,"31,847","472,874",6.73
Rhode Island,4/4/2020,"28,243",3/28/2020,"56,038","472,874",11.85
Rhode Island,4/11/2020,"22,509",4/4/2020,"70,935","473,597",14.98
Rhode Island,4/18/2020,"18,078",4/11/2020,"79,140","473,597",16.71
Rhode Island,4/25/2020,"13,084",4/18/2020,"96,663","473,597",20.41
Rhode Island,5/2/2020,"9,088",4/25/2020,"97,573","473,597",20.6
Rhode Island,5/9/2020,"6,245",5/2/2020,"94,083","473,597",19.87
Rhode Island,5/16/2020,"3,883",5/9/2020,"89,247","473,597",18.84
Rhode Island,5/23/2020,"2,937",5/16/2020,"87,966","473,597",18.57
Rhode Island,5/30/2020,"2,748",5/23/2020,"78,496","473,597",16.57
Rhode Island,6/6/2020,"3,518",5/30/2020,"76,946","473,597",16.25
Rhode Island,6/13/2020,"2,641",6/6/2020,"73,083","473,597",15.43
Rhode Island,6/20/2020,"4,014",6/13/2020,"69,236","473,597",14.62
Rhode Island,6/27/2020,"3,229",6/20/2020,"67,100","473,597",14.17
Rhode Island,7/4/2020,"3,436",6/27/2020,"66,304","473,597",14
Rhode Island,7/11/2020,"3,133",7/4/2020,"65,377","474,428",13.78
Rhode Island,7/18/2020,"3,258",7/11/2020,"63,177","474,428",13.32
Rhode Island,7/25/2020,"3,635",7/18/2020,"63,285","474,428",13.34
Rhode Island,8/1/2020,"3,722",7/25/2020,"60,470","474,428",12.75
Rhode Island,8/8/2020,"3,324",8/1/2020,"55,965","474,428",11.8
Rhode Island,8/15/2020,"2,683",8/8/2020,"51,095","474,428",10.77
Rhode Island,8/22/2020,"3,186",8/15/2020,"49,423","474,428",10.42
Rhode Island,8/29/2020,"3,680",8/22/2020,"47,405","474,428",9.99
Rhode Island,9/5/2020,"3,251",8/29/2020,"44,829","474,428",9.45
Rhode Island,9/12/2020,"3,026",9/5/2020,"45,841","474,428",9.66
Rhode Island,9/19/2020,"2,830",9/12/2020,"38,774","474,428",8.17
Rhode Island,9/26/2020,"3,098",9/19/2020,"31,964","474,428",6.74
Rhode Island,10/3/2020,"2,801",9/26/2020,"26,879","474,428",5.67
Rhode Island,10/10/2020,"3,059",10/3/2020,"22,523","474,882",4.74
Rhode Island,10/17/2020,"2,437",10/10/2020,"19,638","474,882",4.14
Rhode Island,10/24/2020,"3,127",10/17/2020,"17,947","474,882",3.78
Rhode Island,10/31/2020,"3,172",10/24/2020,"16,470","474,882",3.47
Rhode Island,11/7/2020,"2,437",10/31/2020,"15,766","474,882",3.32
Rhode Island,11/14/2020,"2,836",11/7/2020,"14,945","474,882",3.15
Rhode Island,11/21/2020,"3,543",11/14/2020,"15,459","474,882",3.26
Rhode Island,11/28/2020,"3,932",11/21/2020,"14,707","474,882",3.1
Rhode Island,12/5/2020,"5,261",11/28/2020,"15,849","474,882",3.34
Rhode Island,12/12/2020,"5,617",12/5/2020,"17,645","474,882",3.72
Rhode Island,12/19/2020,"6,769",12/12/2020,"19,264","474,882",4.06
Rhode Island,12/26/2020,"5,572",12/19/2020,"19,829","474,882",4.18
Rhode Island,1/2/2021,"5,612",12/26/2020,"20,920","474,882",4.41
Rhode Island,1/9/2021,"7,799",1/2/2021,"23,015","453,539",5.07
Rhode Island,1/16/2021,"10,797",1/9/2021,"23,980","453,539",5.29
Rhode Island,1/23/2021,"11,695",1/16/2021,"23,731","453,539",5.23
Rhode Island,1/30/2021,"16,379",1/23/2021,"25,483","453,539",5.62
Rhode Island,2/6/2021,"17,724",1/30/2021,"27,681","453,539",6.1
Rhode Island,2/13/2021,"11,595",2/6/2021,"28,311","453,539",6.24
Rhode Island,2/20/2021,"8,260",2/13/2021,"23,153","453,539",5.1
Rhode Island,2/27/2021,"5,787",2/20/2021,"22,155","453,539",4.88
Rhode Island,3/6/2021,"4,826",2/27/2021,"20,590","453,539",4.54
Rhode Island,3/13/2021,"4,227",3/6/2021,"19,307","453,539",4.26
South Carolina,1/4/2020,"7,471",12/28/2019,"18,922","2,070,232",0.91
South Carolina,1/11/2020,"4,629",1/4/2020,"21,587","2,077,535",1.04
South Carolina,1/18/2020,"3,126",1/11/2020,"18,780","2,077,535",0.9
South Carolina,1/25/2020,"2,248",1/18/2020,"17,113","2,077,535",0.82
South Carolina,2/1/2020,"2,099",1/25/2020,"17,061","2,077,535",0.82
South Carolina,2/8/2020,"2,054",2/1/2020,"16,669","2,077,535",0.8
South Carolina,2/15/2020,"2,088",2/8/2020,"16,547","2,077,535",0.8
South Carolina,2/22/2020,"1,824",2/15/2020,"16,239","2,077,535",0.78
South Carolina,2/29/2020,"1,977",2/22/2020,"15,779","2,077,535",0.76
South Carolina,3/7/2020,"1,889",2/29/2020,"15,341","2,077,535",0.74
South Carolina,3/14/2020,"2,093",3/7/2020,"15,032","2,077,535",0.72
South Carolina,3/21/2020,"31,826",3/14/2020,"15,111","2,077,535",0.73
South Carolina,3/28/2020,"66,475",3/21/2020,"30,341","2,077,535",1.46
South Carolina,4/4/2020,"86,573",3/28/2020,"75,521","2,077,535",3.64
South Carolina,4/11/2020,"89,147",4/4/2020,"126,994","2,087,060",6.08
South Carolina,4/18/2020,"74,362",4/11/2020,"179,769","2,087,060",8.61
South Carolina,4/25/2020,"66,438",4/18/2020,"240,956","2,087,060",11.55
South Carolina,5/2/2020,"47,673",4/25/2020,"260,409","2,087,060",12.48
South Carolina,5/9/2020,"33,191",5/2/2020,"268,701","2,087,060",12.87
South Carolina,5/16/2020,"29,899",5/9/2020,"256,676","2,087,060",12.3
South Carolina,5/23/2020,"25,380",5/16/2020,"241,793","2,087,060",11.59
South Carolina,5/30/2020,"18,910",5/23/2020,"214,814","2,087,060",10.29
South Carolina,6/6/2020,"23,188",5/30/2020,"212,570","2,087,060",10.19
South Carolina,6/13/2020,"19,853",6/6/2020,"200,903","2,087,060",9.63
South Carolina,6/20/2020,"17,611",6/13/2020,"198,224","2,087,060",9.5
South Carolina,6/27/2020,"17,654",6/20/2020,"197,125","2,087,060",9.45
South Carolina,7/4/2020,"16,015",6/27/2020,"187,282","2,087,060",8.97
South Carolina,7/11/2020,"19,272",7/4/2020,"201,097","2,093,284",9.61
South Carolina,7/18/2020,"14,307",7/11/2020,"200,340","2,093,284",9.57
South Carolina,7/25/2020,"12,195",7/18/2020,"197,886","2,093,284",9.45
South Carolina,8/1/2020,"8,909",7/25/2020,"191,064","2,093,284",9.13
South Carolina,8/8/2020,"5,896",8/1/2020,"170,983","2,093,284",8.17
South Carolina,8/15/2020,"7,231",8/8/2020,"161,012","2,093,284",7.69
South Carolina,8/22/2020,"5,496",8/15/2020,"143,801","2,093,284",6.87
South Carolina,8/29/2020,"5,000",8/22/2020,"128,226","2,093,284",6.13
South Carolina,9/5/2020,"5,085",8/29/2020,"115,428","2,093,284",5.51
South Carolina,9/12/2020,"4,261",9/5/2020,"101,456","2,093,284",4.85
South Carolina,9/19/2020,"4,906",9/12/2020,"94,304","2,093,284",4.51
South Carolina,9/26/2020,"4,905",9/19/2020,"85,052","2,093,284",4.06
South Carolina,10/3/2020,"4,908",9/26/2020,"75,968","2,093,284",3.63
South Carolina,10/10/2020,"4,667",10/3/2020,"70,120","2,095,065",3.35
South Carolina,10/17/2020,"3,890",10/10/2020,"66,012","2,095,065",3.15
South Carolina,10/24/2020,"3,675",10/17/2020,"61,400","2,095,065",2.93
South Carolina,10/31/2020,"3,260",10/24/2020,"55,863","2,095,065",2.67
South Carolina,11/7/2020,"3,461",10/31/2020,"52,316","2,095,065",2.5
South Carolina,11/14/2020,"3,286",11/7/2020,"49,008","2,095,065",2.34
South Carolina,11/21/2020,"3,361",11/14/2020,"46,887","2,095,065",2.24
South Carolina,11/28/2020,"2,567",11/21/2020,"41,769","2,095,065",1.99
South Carolina,12/5/2020,"4,774",11/28/2020,"46,371","2,095,065",2.21
South Carolina,12/12/2020,"3,581",12/5/2020,"42,376","2,095,065",2.02
South Carolina,12/19/2020,"3,445",12/12/2020,"40,878","2,095,065",1.95
South Carolina,12/26/2020,"4,317",12/19/2020,"40,354","2,095,065",1.93
South Carolina,1/2/2021,"8,778",12/26/2020,"46,633","2,095,065",2.23
South Carolina,1/9/2021,"8,048",1/2/2021,"51,045","2,039,769",2.5
South Carolina,1/16/2021,"6,319",1/9/2021,"49,090","2,039,769",2.41
South Carolina,1/23/2021,"4,813",1/16/2021,"47,506","2,039,769",2.33
South Carolina,1/30/2021,"4,453",1/23/2021,"49,950","2,039,769",2.45
South Carolina,2/6/2021,"6,339",1/30/2021,"47,634","2,039,769",2.34
South Carolina,2/13/2021,"4,287",2/6/2021,"45,666","2,039,769",2.24
South Carolina,2/20/2021,"3,525",2/13/2021,"42,674","2,039,769",2.09
South Carolina,2/27/2021,"3,903",2/20/2021,"43,518","2,039,769",2.13
South Carolina,3/6/2021,"5,480",2/27/2021,"41,899","2,039,769",2.05
South Carolina,3/13/2021,"2,769",3/6/2021,"38,746","2,039,769",1.9
South Dakota,1/4/2020,398,12/28/2019,"2,798","416,296",0.67
South Dakota,1/11/2020,468,1/4/2020,"2,970","417,030",0.71
South Dakota,1/18/2020,338,1/11/2020,"2,995","417,030",0.72
South Dakota,1/25/2020,291,1/18/2020,"3,071","417,030",0.74
South Dakota,2/1/2020,217,1/25/2020,"3,155","417,030",0.76
South Dakota,2/8/2020,223,2/1/2020,"3,117","417,030",0.75
South Dakota,2/15/2020,194,2/8/2020,"3,196","417,030",0.77
South Dakota,2/22/2020,191,2/15/2020,"3,164","417,030",0.76
South Dakota,2/29/2020,159,2/22/2020,"3,116","417,030",0.75
South Dakota,3/7/2020,185,2/29/2020,"3,059","417,030",0.73
South Dakota,3/14/2020,190,3/7/2020,"2,870","417,030",0.69
South Dakota,3/21/2020,"1,761",3/14/2020,"2,674","417,030",0.64
South Dakota,3/28/2020,"6,801",3/21/2020,"3,538","417,030",0.85
South Dakota,4/4/2020,"8,138",3/28/2020,"7,568","417,030",1.81
South Dakota,4/11/2020,"6,359",4/4/2020,"14,431","417,997",3.45
South Dakota,4/18/2020,"5,295",4/11/2020,"19,664","417,997",4.7
South Dakota,4/25/2020,"5,535",4/18/2020,"22,707","417,997",5.43
South Dakota,5/2/2020,"3,929",4/25/2020,"23,791","417,997",5.69
South Dakota,5/9/2020,"5,269",5/2/2020,"23,388","417,997",5.6
South Dakota,5/16/2020,"3,891",5/9/2020,"25,186","417,997",6.03
South Dakota,5/23/2020,"3,471",5/16/2020,"22,454","417,997",5.37
South Dakota,5/30/2020,"1,498",5/23/2020,"19,629","417,997",4.7
South Dakota,6/6/2020,880,5/30/2020,"20,573","417,997",4.92
South Dakota,6/13/2020,"1,065",6/6/2020,"18,649","417,997",4.46
South Dakota,6/20/2020,910,6/13/2020,"17,163","417,997",4.11
South Dakota,6/27/2020,644,6/20/2020,"17,142","417,997",4.1
South Dakota,7/4/2020,835,6/27/2020,"15,942","417,997",3.81
South Dakota,7/11/2020,"1,216",7/4/2020,"18,722","418,749",4.47
South Dakota,7/18/2020,772,7/11/2020,"16,600","418,749",3.96
South Dakota,7/25/2020,808,7/18/2020,"15,643","418,749",3.74
South Dakota,8/1/2020,775,7/25/2020,"15,464","418,749",3.69
South Dakota,8/8/2020,973,8/1/2020,"14,715","418,749",3.51
South Dakota,8/15/2020,784,8/8/2020,"8,949","418,749",2.14
South Dakota,8/22/2020,802,8/15/2020,"9,117","418,749",2.18
South Dakota,8/29/2020,630,8/22/2020,"10,778","418,749",2.57
South Dakota,9/5/2020,585,8/29/2020,"9,165","418,749",2.19
South Dakota,9/12/2020,376,9/5/2020,"6,673","418,749",1.59
South Dakota,9/19/2020,551,9/12/2020,"6,950","418,749",1.66
South Dakota,9/26/2020,267,9/19/2020,"6,167","418,749",1.47
South Dakota,10/3/2020,444,9/26/2020,"5,078","418,749",1.21
South Dakota,10/10/2020,443,10/3/2020,"5,469","419,422",1.3
South Dakota,10/17/2020,485,10/10/2020,"4,320","419,422",1.03
South Dakota,10/24/2020,482,10/17/2020,"4,539","419,422",1.08
South Dakota,10/31/2020,856,10/24/2020,"3,813","419,422",0.91
South Dakota,11/7/2020,568,10/31/2020,"3,856","419,422",0.92
South Dakota,11/14/2020,513,11/7/2020,"3,480","419,422",0.83
South Dakota,11/21/2020,746,11/14/2020,"3,837","419,422",0.91
South Dakota,11/28/2020,436,11/21/2020,"3,015","419,422",0.72
South Dakota,12/5/2020,904,11/28/2020,"3,924","419,422",0.94
South Dakota,12/12/2020,926,12/5/2020,"3,844","419,422",0.92
South Dakota,12/19/2020,770,12/12/2020,"4,226","419,422",1.01
South Dakota,12/26/2020,655,12/19/2020,"3,684","419,422",0.88
South Dakota,1/2/2021,603,12/26/2020,"4,746","419,422",1.13
South Dakota,1/9/2021,985,1/2/2021,"6,199","411,469",1.51
South Dakota,1/16/2021,750,1/9/2021,"5,675","411,469",1.38
South Dakota,1/23/2021,580,1/16/2021,"4,916","411,469",1.19
South Dakota,1/30/2021,611,1/23/2021,"5,356","411,469",1.3
South Dakota,2/6/2021,646,1/30/2021,"5,579","411,469",1.36
South Dakota,2/13/2021,608,2/6/2021,"5,661","411,469",1.38
South Dakota,2/20/2021,496,2/13/2021,"5,499","411,469",1.34
South Dakota,2/27/2021,441,2/20/2021,"5,966","411,469",1.45
South Dakota,3/6/2021,298,2/27/2021,"5,671","411,469",1.38
South Dakota,3/13/2021,355,3/6/2021,"4,952","411,469",1.2
Tennessee,1/4/2020,"3,084",12/28/2019,"22,163","3,250,062",0.68
Tennessee,1/11/2020,"3,711",1/4/2020,"22,398","3,263,988",0.69
Tennessee,1/18/2020,"3,093",1/11/2020,"20,441","3,263,988",0.63
Tennessee,1/25/2020,"2,484",1/18/2020,"20,786","3,263,988",0.64
Tennessee,2/1/2020,"2,362",1/25/2020,"21,364","3,263,988",0.65
Tennessee,2/8/2020,"2,161",2/1/2020,"20,670","3,263,988",0.63
Tennessee,2/15/2020,"2,140",2/8/2020,"20,485","3,263,988",0.63
Tennessee,2/22/2020,"1,855",2/15/2020,"20,139","3,263,988",0.62
Tennessee,2/29/2020,"2,014",2/22/2020,"20,413","3,263,988",0.63
Tennessee,3/7/2020,"2,032",2/29/2020,"19,035","3,263,988",0.58
Tennessee,3/14/2020,"2,702",3/7/2020,"18,450","3,263,988",0.57
Tennessee,3/21/2020,"38,077",3/14/2020,"18,350","3,263,988",0.56
Tennessee,3/28/2020,"92,500",3/21/2020,"37,541","3,263,988",1.15
Tennessee,4/4/2020,"112,186",3/28/2020,"116,179","3,263,988",3.56
Tennessee,4/11/2020,"71,887",4/4/2020,"206,472","3,278,927",6.3
Tennessee,4/18/2020,"67,226",4/11/2020,"279,895","3,278,927",8.54
Tennessee,4/25/2020,"42,805",4/18/2020,"341,033","3,278,927",10.4
Tennessee,5/2/2020,"36,323",4/25/2020,"340,249","3,278,927",10.38
Tennessee,5/9/2020,"28,377",5/2/2020,"343,212","3,278,927",10.47
Tennessee,5/16/2020,"27,990",5/9/2020,"332,745","3,278,927",10.15
Tennessee,5/23/2020,"25,439",5/16/2020,"327,768","3,278,927",10
Tennessee,5/30/2020,"22,255",5/23/2020,"322,117","3,278,927",9.82
Tennessee,6/6/2020,"20,908",5/30/2020,"310,065","3,278,927",9.46
Tennessee,6/13/2020,"19,413",6/6/2020,"297,873","3,278,927",9.08
Tennessee,6/20/2020,"20,506",6/13/2020,"283,631","3,278,927",8.65
Tennessee,6/27/2020,"21,544",6/20/2020,"279,199","3,278,927",8.51
Tennessee,7/4/2020,"24,920",6/27/2020,"273,815","3,278,927",8.35
Tennessee,7/11/2020,"22,060",7/4/2020,"268,220","3,310,273",8.1
Tennessee,7/18/2020,"25,773",7/11/2020,"260,009","3,310,273",7.85
Tennessee,7/25/2020,"20,091",7/18/2020,"258,469","3,310,273",7.81
Tennessee,8/1/2020,"12,208",7/25/2020,"242,385","3,310,273",7.32
Tennessee,8/8/2020,"10,620",8/1/2020,"224,750","3,310,273",6.79
Tennessee,8/15/2020,"14,413",8/8/2020,"219,023","3,310,827",6.62
Tennessee,8/22/2020,"11,588",8/15/2020,"204,952","3,310,827",6.19
Tennessee,8/29/2020,"12,876",8/22/2020,"199,408","3,310,827",6.02
Tennessee,9/5/2020,"12,310",8/29/2020,"192,911","3,310,827",5.83
Tennessee,9/12/2020,"11,316",9/5/2020,"178,952","3,310,827",5.41
Tennessee,9/19/2020,"11,793",9/12/2020,"167,778","3,310,827",5.07
Tennessee,9/26/2020,"10,311",9/19/2020,"151,690","3,310,827",4.58
Tennessee,10/3/2020,"10,077",9/26/2020,"139,780","3,310,827",4.22
Tennessee,10/10/2020,"10,810",10/3/2020,"100,911","3,322,994",3.04
Tennessee,10/17/2020,"10,412",10/10/2020,"88,163","3,322,994",2.65
Tennessee,10/24/2020,"8,113",10/17/2020,"80,068","3,322,994",2.41
Tennessee,10/31/2020,"7,447",10/24/2020,"72,550","3,322,994",2.18
Tennessee,11/7/2020,"7,727",10/31/2020,"65,232","3,322,994",1.96
Tennessee,11/14/2020,"6,567",11/7/2020,"60,963","3,322,994",1.83
Tennessee,11/21/2020,"7,295",11/14/2020,"56,609","3,322,994",1.7
Tennessee,11/28/2020,"6,186",11/21/2020,"50,970","3,322,994",1.53
Tennessee,12/5/2020,"6,856",11/28/2020,"47,466","3,322,994",1.43
Tennessee,12/12/2020,"7,435",12/5/2020,"45,186","3,322,994",1.36
Tennessee,12/19/2020,"7,386",12/12/2020,"44,462","3,322,994",1.34
Tennessee,12/26/2020,"10,150",12/19/2020,"46,198","3,322,994",1.39
Tennessee,1/2/2021,"16,931",12/26/2020,"55,815","3,322,994",1.68
Tennessee,1/9/2021,"21,954",1/2/2021,"58,945","3,322,994",1.77
Tennessee,1/16/2021,"19,318",1/9/2021,"53,163","3,322,994",1.6
Tennessee,1/23/2021,"13,302",1/16/2021,"52,317","3,317,618",1.58
Tennessee,1/30/2021,"11,497",1/23/2021,"54,280","3,317,618",1.64
Tennessee,2/6/2021,"10,761",1/30/2021,"55,379","3,317,618",1.67
Tennessee,2/13/2021,"8,596",2/6/2021,"53,974","3,317,618",1.63
Tennessee,2/20/2021,"12,583",2/13/2021,"51,144","3,317,618",1.54
Tennessee,2/27/2021,"10,778",2/20/2021,"58,673","3,317,618",1.77
Tennessee,3/6/2021,"7,999",2/27/2021,"50,633","3,317,618",1.53
Tennessee,3/13/2021,"8,277",3/6/2021,"47,464","3,317,618",1.43
Texas,1/4/2020,"12,367",12/28/2019,"141,473","12,168,097",1.16
Texas,1/11/2020,"21,902",1/4/2020,"140,768","12,236,594",1.15
Texas,1/18/2020,"15,783",1/11/2020,"145,126","12,236,594",1.19
Texas,1/25/2020,"13,070",1/18/2020,"132,656","12,236,594",1.08
Texas,2/1/2020,"13,818",1/25/2020,"140,826","12,236,594",1.15
Texas,2/8/2020,"13,869",2/1/2020,"128,666","12,236,594",1.05
Texas,2/15/2020,"12,790",2/8/2020,"133,475","12,236,594",1.09
Texas,2/22/2020,"12,047",2/15/2020,"127,275","12,236,594",1.04
Texas,2/29/2020,"12,692",2/22/2020,"133,247","12,236,594",1.09
Texas,3/7/2020,"14,355",2/29/2020,"125,252","12,236,594",1.02
Texas,3/14/2020,"16,176",3/7/2020,"127,905","12,236,594",1.05
Texas,3/21/2020,"155,426",3/14/2020,"126,427","12,236,594",1.03
Texas,3/28/2020,"276,185",3/21/2020,"144,697","12,236,594",1.18
Texas,4/4/2020,"315,167",3/28/2020,"374,656","12,236,594",3.06
Texas,4/11/2020,"274,257",4/4/2020,"632,470","12,304,547",5.14
Texas,4/18/2020,"280,761",4/11/2020,"911,923","12,304,547",7.41
Texas,4/25/2020,"254,084",4/18/2020,"962,122","12,304,547",7.82
Texas,5/2/2020,"243,935",4/25/2020,"1,133,324","12,304,547",9.21
Texas,5/9/2020,"141,553",5/2/2020,"1,181,609","12,304,547",9.6
Texas,5/16/2020,"134,065",5/9/2020,"1,300,576","12,304,547",10.57
Texas,5/23/2020,"127,717",5/16/2020,"1,272,557","12,304,547",10.34
Texas,5/30/2020,"106,677",5/23/2020,"1,401,773","12,304,547",11.39
Texas,6/6/2020,"89,676",5/30/2020,"1,215,507","12,304,547",9.88
Texas,6/13/2020,"94,723",6/6/2020,"1,297,296","12,304,547",10.54
Texas,6/20/2020,"89,547",6/13/2020,"1,221,813","12,304,547",9.93
Texas,6/27/2020,"96,593",6/20/2020,"1,301,714","12,304,547",10.58
Texas,7/4/2020,"117,099",6/27/2020,"1,237,931","12,304,547",10.06
Texas,7/11/2020,"105,516",7/4/2020,"1,313,086","12,372,188",10.61
Texas,7/18/2020,"87,908",7/11/2020,"1,247,269","12,372,188",10.08
Texas,7/25/2020,"76,804",7/18/2020,"1,338,900","12,372,188",10.82
Texas,8/1/2020,"62,709",7/25/2020,"1,228,250","12,372,188",9.93
Texas,8/8/2020,"52,304",8/1/2020,"1,221,540","12,372,188",9.87
Texas,8/15/2020,"61,400",8/8/2020,"1,101,708","12,372,188",8.9
Texas,8/22/2020,"52,152",8/15/2020,"1,091,961","12,372,188",8.83
Texas,8/29/2020,"56,673",8/22/2020,"1,017,360","12,372,188",8.22
Texas,9/5/2020,"65,291",8/29/2020,"1,043,117","12,372,188",8.43
Texas,9/12/2020,"49,386",9/5/2020,"976,588","12,372,188",7.89
Texas,9/19/2020,"48,426",9/12/2020,"953,168","12,372,188",7.7
Texas,9/26/2020,"41,351",9/19/2020,"902,269","12,372,188",7.29
Texas,10/3/2020,"42,338",9/26/2020,"803,025","12,372,188",6.49
Texas,10/10/2020,"44,692",10/3/2020,"718,231","12,428,366",5.78
Texas,10/17/2020,"45,308",10/10/2020,"682,194","12,428,366",5.49
Texas,10/24/2020,"35,195",10/17/2020,"607,655","12,428,366",4.89
Texas,10/31/2020,"37,601",10/24/2020,"558,341","12,428,366",4.49
Texas,11/7/2020,"33,667",10/31/2020,"528,651","12,428,366",4.25
Texas,11/14/2020,"38,883",11/7/2020,"497,520","12,428,366",4
Texas,11/21/2020,"38,915",11/14/2020,"460,857","12,428,366",3.71
Texas,11/28/2020,"24,792",11/21/2020,"354,191","12,428,366",2.85
Texas,12/5/2020,"47,521",11/28/2020,"374,452","12,428,366",3.01
Texas,12/12/2020,"38,645",12/5/2020,"388,906","12,428,366",3.13
Texas,12/19/2020,"34,979",12/12/2020,"431,599","12,428,366",3.47
Texas,12/26/2020,"31,448",12/19/2020,"367,766","12,428,366",2.96
Texas,1/2/2021,"45,989",12/26/2020,"363,910","12,428,366",2.93
Texas,1/9/2021,"64,721",1/2/2021,"357,646","12,180,973",2.94
Texas,1/16/2021,"55,551",1/9/2021,"365,485","12,180,973",3
Texas,1/23/2021,"53,848",1/16/2021,"343,257","12,180,973",2.82
Texas,1/30/2021,"52,577",1/23/2021,"341,375","12,180,973",2.8
Texas,2/6/2021,"47,022",1/30/2021,"337,647","12,180,973",2.77
Texas,2/13/2021,"35,786",2/6/2021,"354,852","12,180,973",2.91
Texas,2/20/2021,"36,401",2/13/2021,"326,288","12,180,973",2.68
Texas,2/27/2021,"56,298",2/20/2021,"318,548","12,180,973",2.62
Texas,3/6/2021,"49,366",2/27/2021,"315,582","12,180,973",2.59
Texas,3/13/2021,"73,858",3/6/2021,"359,539","12,180,973",2.95
Utah,1/4/2020,"1,518",12/28/2019,"11,328","1,454,279",0.78
